defined_class	defined_class_label	entity	entity_label
MP:0008514	"absent retinal inner plexiform layer"	UBERON:0001795	"inner plexiform layer of retina"
MP:0008454	"absent retinal rod cells"	CL:0000604	"retinal rod cell"
MP:0012787	"absent rhombomere 1"	UBERON:0005499	"rhombomere 1"
MP:0012791	"absent rhombomere 2"	UBERON:0005569	"rhombomere 2"
MP:0012795	"absent rhombomere 3"	UBERON:0005507	"rhombomere 3"
MP:0012799	"absent rhombomere 4"	UBERON:0005511	"rhombomere 4"
MP:0012803	"absent rhombomere 5"	UBERON:0005515	"rhombomere 5"
MP:0012807	"absent rhombomere 6"	UBERON:0005519	"rhombomere 6"
MP:0012811	"absent rhombomere 7"	UBERON:0005523	"rhombomere 7"
MP:0012815	"absent rhombomere 8"	UBERON:0005527	"rhombomere 8"
MP:0000151	"absent ribs"	UBERON:0002228	"rib"
MP:0010824	"absent right lung accessory lobe"	UBERON:0004890	"right lung accessory lobe"
MP:0010486	"absent right subclavian artery"	UBERON:0001534	"right subclavian artery"
MP:0000924	"absent roof plate"	UBERON:0003054	"roof plate"
MP:0030412	"absent round window"	UBERON:0002502	"round window of inner ear"
MP:0030352	"absent sagittal suture"	UBERON:0002492	"sagittal suture"
MP:0000033	"absent scala media"	UBERON:0002295	"scala media"
MP:0010710	"absent sclera"	UBERON:0001773	"sclera"
MP:0006295	"absent sclerotome"	UBERON:0003089	"sclerotome"
MP:0013380	"absent sebocyte"	CL:0002140	"acinar cell of sebaceous gland"
MP:0006345	"absent second pharyngeal arch"	UBERON:0003066	"pharyngeal arch 2"
MP:0030339	"absent second pharyngeal arch artery"	UBERON:0003119	"pharyngeal arch artery 2"
MP:0013224	"absent second pharyngeal pouch"	UBERON:0007123	"pharyngeal pouch 2"
MP:0000995	"absent secondary muscle spindle"	UBERON:0004011	"secondary muscle spindle"
MP:0011130	"absent secondary ovarian follicles"	UBERON:0000036	"secondary ovarian follicle"
MP:0009262	"absent semicircular canal ampulla"	UBERON:0004043	"semicircular canal ampulla"
MP:0011647	"absent sinuatrial valve"	UBERON:0002086	"sinoatrial valve"
MP:0010562	"absent sinus venosus"	UBERON:0002063	"sinus venosus"
MP:0010644	"absent sixth pharyngeal arch"	UBERON:0003117	"pharyngeal arch 6"
MP:0030334	"absent sixth pharyngeal arch artery"	UBERON:0003123	"pharyngeal arch artery 6"
MP:0000450	"absent snout"	UBERON:0006333	"snout"
MP:0030290	"absent soft palate"	UBERON:0001733	"soft palate"
MP:0010917	"absent solitary pulmonary neuroendocrine cells"	CL:0002066	"Feyrter cell"
MP:0008330	"absent somatotrophs"	CL:0000295	"somatotropin secreting cell"
MP:0006386	"absent somites"	UBERON:0002329	"somite"
MP:0009835	"absent sperm annulus"	GO:0097227	"sperm annulus"
MP:0030591	"absent sperm fibrous sheath"	GO:0035686	"sperm fibrous sheath"
MP:0008545	"absent sperm flagellum"	GO:0036126	"sperm flagellum"
MP:0020497	"absent splanchnic nerve"	UBERON:0003715	"splanchnic nerve"
MP:0000690	"absent spleen"	UBERON:0002106	"spleen"
MP:0008474	"absent spleen germinal center"	UBERON:0005196	"spleen germinal center"
MP:0008234	"absent spleen marginal zone"	UBERON:0001251	"marginal zone of spleen"
MP:0012100	"absent spongiotrophoblast"	UBERON:0004021	"spongiotrophoblast layer"
MP:0030158	"absent stapedius muscle"	UBERON:0001599	"stapedius muscle"
MP:0030401	"absent stapes annular ligament"	UBERON:0018161	"annular ligament of stapes"
MP:0006359	"absent startle reflex"	NBO:0000391	"startle reflex"
MP:0012668	"absent sternal manubrium"	UBERON:0002205	"manubrium of sternum"
MP:0012513	"absent sternum body"	UBERON:0006820	"body of sternum"
MP:0011875	"absent stomach"	UBERON:0000945	"stomach"
MP:0004758	"absent strial marginal cells"	CL:0002492	"strial marginal cell"
MP:0008386	"absent styloid process"	UBERON:0003960	"styloid process of temporal bone"
MP:0009717	"absent subcommissural organ"	UBERON:0002139	"subcommissural organ"
MP:0008843	"absent subcutaneous adipose tissue"	UBERON:0002190	"subcutaneous adipose tissue"
MP:0010720	"absent sublingual duct"	UBERON:0001838	"sublingual duct"
MP:0009526	"absent sublingual gland"	UBERON:0001832	"sublingual gland"
MP:0009524	"absent submandibular gland"	UBERON:0001736	"submandibular gland"
MP:0008443	"absent subplate"	UBERON:0004035	"cortical subplate"
MP:0009040	"absent superior colliculus"	UBERON:0001945	"superior colliculus"
MP:0006367	"absent sweat gland"	UBERON:0001820	"sweat gland"
MP:0009729	"absent tarsus bones"	UBERON:0009879	"tarsal skeleton"
MP:0012683	"absent telencephalon"	UBERON:0001893	"telencephalon"
MP:0030329	"absent temporal bone petrous part"	UBERON:0001694	"petrous part of temporal bone"
MP:0030416	"absent temporal bone zygomatic process"	UBERON:0004655	"zygomatic process of temporal bone"
MP:0030111	"absent temporomandibular joint"	UBERON:0003700	"temporomandibular joint"
MP:0030331	"absent temporomandibular joint disk"	UBERON:0011319	"disk of temporomandibular joint"
MP:0006415	"absent testes"	UBERON:0000473	"testis"
MP:0006424	"absent testis cords"	UBERON:0005297	"testis sex cord"
MP:0009368	"absent theca folliculi"	UBERON:0000155	"theca cell layer"
MP:0010642	"absent third pharyngeal arch"	UBERON:0003114	"pharyngeal arch 3"
MP:0030335	"absent third pharyngeal arch artery"	UBERON:0003120	"pharyngeal arch artery 3"
MP:0013226	"absent third pharyngeal pouch"	UBERON:0007124	"pharyngeal pouch 3"
MP:0010250	"absent thymus cortex"	UBERON:0002123	"cortex of thymus"
MP:0013587	"absent thymus medulla"	UBERON:0002124	"medulla of thymus"
MP:0013163	"absent thyroid gland isthmus"	UBERON:0001609	"isthmus of thyroid gland"
MP:0008339	"absent thyrotrophs"	CL:0000476	"thyrotroph"
MP:0009905	"absent tongue"	UBERON:0001723	"tongue"
MP:0013964	"absent tongue muscles"	UBERON:0000378	"tongue muscle"
MP:0000766	"absent tongue squamous epithelium"	UBERON:0006919	"tongue squamous epithelium"
MP:0000117	"absent tooth placode"	UBERON:0005087	"tooth placode"
MP:0030495	"absent tooth root"	UBERON:0003677	"tooth root"
MP:0000296	"absent trabeculae carneae"	UBERON:0002511	"trabecula carnea"
MP:0004224	"absent trabecular meshwork"	UBERON:0005969	"eye trabecular meshwork"
MP:0010885	"absent trachea"	UBERON:0003126	"trachea"
MP:0008216	"absent transitional stage B cells"	CL:0000818	"transitional stage B cell"
MP:0009924	"absent transitional stage T1 B cells"	CL:0000958	"T1 B cell"
MP:0009927	"absent transitional stage T2 B cells"	CL:0000959	"T2 B cell"
MP:0010230	"absent transitional stage T3 B cells"	CL:0000960	"T3 B cell"
MP:0010625	"absent tricuspid valve cusps"	UBERON:0005998	"tricuspid valve cusp"
MP:0013183	"absent trigeminal ganglion"	UBERON:0001675	"trigeminal ganglion"
MP:0012102	"absent trophectoderm"	UBERON:0004345	"trophectoderm"
MP:0012118	"absent trophectoderm cell proliferation"	GO:0001834	"trophectodermal cell proliferation"
MP:0001714	"absent trophoblast giant cells"	CL:0002488	"trophoblast giant cell"
MP:0003151	"absent tunnel of Corti"	UBERON:0005972	"tunnel of Corti"
MP:0030155	"absent tympanic cavity"	UBERON:0004114	"tympanic cavity"
MP:0010817	"absent type I pneumocytes"	CL:0002062	"type I pneumocyte"
MP:0010812	"absent type II pneumocytes"	CL:0002063	"type II pneumocyte"
MP:0004914	"absent ultimobranchial body"	UBERON:0003092	"ultimobranchial body"
MP:0012134	"absent umbilical cord"	UBERON:0002331	"umbilical cord"
MP:0012301	"absent umbilical cord blood vessels"	UBERON:0010260	"umbilical blood vessel"
MP:0010978	"absent ureteric bud"	UBERON:0000084	"ureteric bud"
MP:0011788	"absent urethra"	UBERON:0000057	"urethra"
MP:0009252	"absent urinary bladder"	UBERON:0001255	"urinary bladder"
MP:0008047	"absent uterine NK cells"	CL:0002343	"decidual natural killer cell"
MP:0009215	"absent uterine horn"	UBERON:0002247	"uterine horn"
MP:0004369	"absent utricle"	UBERON:0001853	"utricle of membranous labyrinth"
MP:0003535	"absent vagina"	UBERON:0000996	"vagina"
MP:0003557	"absent vas deferens"	UBERON:0001000	"vas deferens"
MP:0010731	"absent ventral tubercle of atlas"	UBERON:0005810	"cervical vertebra 1 anterior tubercle"
MP:0004313	"absent vestibulocochlear ganglion"	UBERON:0002827	"vestibulocochlear ganglion"
MP:0004845	"absent vestibuloocular reflex"	NBO:0000416	"vestibulo-ocular reflex"
MP:0012158	"absent visceral endoderm"	UBERON:0004877	"visceral endoderm"
MP:0011206	"absent visceral yolk sac"	UBERON:0008852	"visceral yolk sac"
MP:0001721	"absent visceral yolk sac blood islands"	UBERON:0003061	"blood island"
MP:0013595	"absent vomeronasal organ"	UBERON:0002255	"vomeronasal organ"
MP:0011872	"absent xiphoid process"	UBERON:0006430	"xiphoid cartilage"
MP:0006366	"absent zigzag hairs"	UBERON:0010513	"strand of zigzag hair"
MP:0003697	"absent zona pellucida"	UBERON:0000086	"zona pellucida"
MP:0004900	"absent zygomatic arch"	UBERON:0002500	"zygomatic arch"
MP:0009579	"acephaly"	UBERON:0000033	"head"
MP:0012101	"acoria"	UBERON:0001771	"pupil"
MP:0000561	"adactyly"	UBERON:0002544	"digit"
MP:0030268	"agnathia"	UBERON:0001708	"jaw skeleton"
MP:0003376	"amenorrhea"	GO:0042703	"menstruation"
MP:0004270	"analgesia"	NBO:0000332	"touch related behavior"
MP:0005261	"aniridia"	UBERON:0001769	"iris"
MP:0001293	"anophthalmia"	UBERON:0000019	"camera-type eye"
MP:0003142	"anotia"	UBERON:0001757	"pinna"
MP:0008869	"anovulation"	GO:0030728	"ovulation"
MP:0002316	"anoxia"	CHEBI:25805	"oxygen atom"
MP:0003624	"anuria"	GO:0060073	"micturition"
MP:0001957	"apnea"	GO:0007585	"respiratory gaseous exchange"
MP:0011712	"arrested osteoblast differentiation"	GO:0001649	"osteoblast differentiation"
MP:0005159	"azoospermia"	CL:0000019	"sperm"
MP:0002001	"blindness"	GO:0007601	"visual perception"
MP:0013776	"bone marrow failure"	GO:0048539	"bone marrow development"
MP:0010406	"common atrium"	UBERON:0002085	"interatrial septum"
MP:0010432	"common ventricle"	UBERON:0002094	"interventricular septum"
MP:0001967	"deafness"	GO:0007605	"sensory perception of sound"
MP:0005230	"ectrodactyly"	UBERON:0019222	"digit 2, 3 or 4"
MP:0009139	"failure of Mullerian duct regression"	GO:0001880	"Mullerian duct regression"
MP:0000064	"failure of bone resorption"	GO:0045453	"bone resorption"
MP:0001728	"failure of embryo implantation"	GO:0007566	"embryo implantation"
MP:0008275	"failure of endochondral bone ossification"	GO:0001958	"endochondral ossification"
MP:0004251	"failure of heart looping"	GO:0001947	"heart looping"
MP:0008276	"failure of intramembranous bone ossification"	GO:0001957	"intramembranous ossification"
MP:0001603	"failure of myelopoiesis"	GO:0030099	"myeloid cell differentiation"
MP:0001693	"failure of primitive streak formation"	GO:0090009	"primitive streak formation"
MP:0000121	"failure of tooth eruption"	GO:0044691	"tooth eruption"
MP:0000264	"failure of vascular branching"	GO:0001569	"branching involved in blood vessel morphogenesis"
MP:0003406	"failure of zygotic cell division"	GO:0010070	"zygote asymmetric cell division"
MP:0001696	"failure to gastrulate"	GO:0007369	"gastrulation"
MP:0013718	"galactostasis"	GO:0060156	"milk ejection reflex"
MP:0003815	"hairless"	UBERON:0001037	"strand of hair"
MP:0010249	"lactation failure"	GO:0007595	"lactation"
MP:0001404	"no spontaneous movement"	NBO:0000449	"spontaneous movement behavior"
MP:0001435	"no suckling reflex"	NBO:0000401	"sucking reflex"
MP:0001437	"no swallowing reflex"	NBO:0000418	"pharyngeal reflex"
MP:0001491	"unresponsive to tactile stimuli"	NBO:0000332	"touch related behavior"
